date,desc,amount,cat,Debits and credits,Balance
11/4/20,Purchase MICKYS FRUIT VEG P REDFERN NSW,-9.5,Personal - Groceries,($9.50),"$31,481.49 "
11/4/20,Purchase THE TUDOR REDFERN QPS REDFERN,-26.49,Personal - Groceries,($26.49),"$31,490.99 "
8/4/20,Direct credit from CBA SIO Inv2001 n 2002,16391.0,Income,"$16,391.00 ","$31,517.48 "
8/4/20,Purchase DISNEY PLUS RICHMOND SA,-8.99,Expense - Subscriptions & Software Licences,($8.99),"$15,126.48 "
7/4/20,Purchase ABDULS RESTAURANT SURRY HILLS NSW,-13.5,Personal - Lunch,($13.50),"$15,135.47 "
7/4/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-48.8,Personal - Groceries,($48.80),"$15,148.97 "
7/4/20,Purchase Fountain Cafe Alexandria AU,-4.9,Personal - Coffee,($4.90),"$15,197.77 "
6/4/20,Purchase The Greenhouse Centennial Pa NSW,-18.5,Personal - Coffee,($18.50),"$15,202.67 "
6/4/20,Purchase ALDI STORES - WATERLOO WATERLOO,-92.05,Personal - Groceries,($92.05),"$15,221.17 "
6/4/20,Purchase Fountain Cafe Alexandria AU,-7.9,Personal - Coffee,($7.90),"$15,313.22 "
5/4/20,Purchase REDFERN MINI SUPERMA EARLWOOD AU,-12.75,Personal - Groceries,($12.75),"$15,321.12 "
5/4/20,Purchase THE TUDOR REDFERN REDFERN,-49.98,Personal - Alcohol,($49.98),"$15,333.87 "
4/4/20,Purchase REDFERN CONVENIENCE REDFERN,-14.95,Personal - Groceries,($14.95),"$15,383.85 "
4/4/20,Purchase BREADFERN PTY LTD REDFERN,-11.5,Personal - Coffee,($11.50),"$15,398.80 "
4/4/20,Purchase PAYPAL *MICROSOFT OFFI 4029357733 AUS,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$15,410.30 "
3/4/20,Refund JBHiFi.com.au SOUTHBANK VIC,287.0,Expense - Office IT,$287.00 ,"$15,423.30 "
3/4/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-8.0,Personal - Groceries,($8.00),"$15,136.30 "
3/4/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-30.26,Personal - Groceries,($30.26),"$15,144.30 "
2/4/20,Purchase ALDI STORES - WATERLOO WATERLOO,-45.58,Personal - Groceries,($45.58),"$15,174.56 "
1/4/20,Purchase STANBULI BRISBANE QLD,-219.0,Personal - Family,($219.00),"$15,220.14 "
1/4/20,Purchase ABDULS RESTAURANT SURRY HILLS NSW,-13.5,Personal - Lunch,($13.50),"$15,439.14 "
1/4/20,Purchase BREADFERN PTY LTD REDFERN,-11.3,Personal - Coffee,($11.30),"$15,452.64 "
1/4/20,ATM withdrawal REDFERN 152A REDFERN ST REDFERN NS,-100.0,Personal - Cash Out,($100.00),"$15,463.94 "
1/4/20,Purchase Hunters Corner Redfern AU,-6.3,Personal - Coffee,($6.30),"$15,563.94 "
31/3/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-75.96,Personal - Groceries,($75.96),"$15,570.24 "
30/3/20,Purchase ALDI STORES - WATERLOO WATERLOO,-234.93,Personal - Groceries,($234.93),"$15,646.20 "
30/3/20,Purchase CHEMIST WAREHOUSE SURREY HILLS AU,-70.52,Personal - Health & Wellbeing,($70.52),"$15,881.13 "
30/3/20,Direct debit to Telstra DDebit,-119.0,Expense - Phone & Internet,($119.00),"$15,951.65 "
29/3/20,Purchase ALDI STORES - WATERLOO WATERLOO,-9.41,Personal - Groceries,($9.41),"$16,070.65 "
28/3/20,Purchase JBHiFi.com.au SOUTHBANK VIC,-646.0,Expense - Office IT,($646.00),"$16,080.06 "
28/3/20,Purchase KICKSTARTER CLICBOT 3479902238 DE (transaction amount 424.00 USD),-718.42,Expense - Office IT,($718.42),"$16,726.06 "
28/3/20,International transaction fees (crossborder fee AUD5.75 + intl fee AUD10.78),-16.53,Fees,($16.53),"$17,444.48 "
28/3/20,Purchase NO ISSUES SYDNEY NSW,-126.9,Personal - House,($126.90),"$17,461.01 "
27/3/20,Purchase AUST WINE SELE NEWCASTLE NSW,-330.0,Personal - Alcohol,($330.00),"$17,587.91 "
26/3/20,Purchase CITYOFSYDNEY PARKING SYDNEY,-4.67,Expense - Travel - Parking,($4.67),"$17,917.91 "
26/3/20,Purchase CITYOFSYDNEY PARKING SYDNEY,-5.4,Expense - Travel - Parking,($5.40),"$17,922.58 "
26/3/20,Purchase BREADFERN PTY LTD REDFERN,-24.8,Personal - Coffee,($24.80),"$17,927.98 "
25/3/20,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XVQPTMS8ZCZV2Q7 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$17,952.78 "
25/3/20,Purchase WOOLWORTHS 1474 REDFERN AU,-41.73,Personal - Groceries,($41.73),"$18,112.78 "
25/3/20,Purchase ALDI STORES - WATERLOO WATERLOO,-119.2,Personal - Groceries,($119.20),"$18,154.51 "
24/3/20,Purchase WINERY CELLAR DOOR ADE ADELAIDE NSW,-210.0,Personal - Alcohol,($210.00),"$18,273.71 "
24/3/20,Purchase REDFERN MINI SUPERMA EARLWOOD AU,-8.5,Personal - Groceries,($8.50),"$18,483.71 "
23/3/20,Purchase BREADFERN PTY LTD REDFERN,-25.5,Personal - Groceries,($25.50),"$18,492.21 "
23/3/20,Purchase BREADFERN PTY LTD REDFERN,-26.3,Personal - Coffee,($26.30),"$18,517.71 "
22/3/20,Purchase SMP*Zaida Cafe Pty Ltd Surry Hills AUS,-12.5,Personal - Lunch,($12.50),"$18,544.01 "
22/3/20,Purchase BLOODHOUND DARLINGHQPS DARLINGHURST,-4.05,Personal - Coffee,($4.05),"$18,556.51 "
20/3/20,Direct debit to SDN Redfern Chil,-800.0,Personal - Childcare,($800.00),"$18,560.56 "
20/3/20,Purchase THREE WILLIAMS REDFERN NSW,-3.84,Personal - Coffee,($3.84),"$19,360.56 "
20/3/20,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-91.35,Personal - Childcare,($91.35),"$19,364.40 "
19/3/20,Purchase BLACKSMITHS SURRY HI SURRY HILLS NSW,-4.0,Personal - Skye,($4.00),"$19,455.75 "
18/3/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-53.08,Personal - Groceries,($53.08),"$19,459.75 "
18/3/20,Purchase NCIE REDFERN NSW,-3.0,Personal - Coffee,($3.00),"$19,512.83 "
18/3/20,Purchase EZI*National Centre of Redfern AUS,-107.31,Personal - Health & Wellbeing,($107.31),"$19,515.83 "
18/3/20,Purchase MirvacParking Broadway NSW,-7.72,Expense - Travel - Parking,($7.72),"$19,623.14 "
18/3/20,Purchase SUSHI HON ULTIMO NSW,-66.7,Personal - Entertainment,($66.70),"$19,630.86 "
17/3/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-41.72,Personal - Groceries,($41.72),"$19,697.56 "
17/3/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-34.65,Personal - Groceries,($34.65),"$19,739.28 "
17/3/20,Purchase Cook Archies Surry Hills NSW,-14.21,Personal - Skye,($14.21),"$19,773.93 "
17/3/20,Purchase SHEEP 8 PTY LIMITED REDFERN NSW,-78.0,Personal - Alcohol,($78.00),"$19,788.14 "
16/3/20,Purchase MASCOT SUPERBOWL MASCOT AUS,-10.25,Personal - Family,($10.25),"$19,866.14 "
16/3/20,Purchase GOOGLE*GOOGLE SYDNEY AUS,-5.99,Expense - Subscriptions & Software Licences,($5.99),"$19,876.39 "
16/3/20,Purchase CHEMIST WAREHOUSE DARLINGHURST AU,-77.86,Personal - Health & Wellbeing,($77.86),"$19,882.38 "
15/3/20,Purchase Manhattan Superbowl Mascot AU,-13.5,Personal - Family,($13.50),"$19,960.24 "
15/3/20,Purchase KMART 1155 BROADWAY AUS,-112.0,Personal - Family,($112.00),"$19,973.74 "
15/3/20,Purchase Mecca Broadway Broadway NSW,-125.0,Personal - Skye,($125.00),"$20,085.74 "
14/3/20,Purchase ABDULS RESTAURANT SURRY HILLS NSW,-13.5,Personal - Lunch,($13.50),"$20,210.74 "
14/3/20,Purchase RARE CANCERS AUST LD BOWRAL,-50.0,Donation,($50.00),"$20,224.24 "
13/3/20,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XSVV2QMCRXQ3YD5 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$20,274.24 "
13/3/20,Purchase LIME ESPRESSO SANDWI SYDNEY NSW,-8.5,Personal - Lunch,($8.50),"$20,434.24 "
13/3/20,Purchase LIME ESPRESSO SANDWI SYDNEY NSW,-4.5,Personal - Coffee,($4.50),"$20,442.74 "
13/3/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-57.34,Personal - Groceries,($57.34),"$20,447.24 "
13/3/20,Purchase BENJAMIN KWONG DUONG SYDNEY NSW,-115.0,Personal - Health & Wellbeing,($115.00),"$20,504.58 "
13/3/20,Purchase Fountain Cafe Alexandria AU,-15.5,Expense - Office Supplies,($15.50),"$20,619.58 "
12/3/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-21.88,Personal - Groceries,($21.88),"$20,635.08 "
11/3/20,Transfer to Anna Aspinall BSB 923100 Account 038574631 RCPT: 3X83GN5B2JV33W43 Skye ASC,-40.0,Personal - Skye,($40.00),"$20,656.96 "
11/3/20,Transfer to Mavis king salon BSB 062231 Account 010490731 RCPT: 3X2PGFLTCK8DXXB5 Skye 250 x,-250.0,Personal - Skye,($250.00),"$20,696.96 "
11/3/20,Purchase DUMPLING NOODLE Darlinghurst NSW,-56.03,Personal - Lunch,($56.03),"$20,946.96 "
10/3/20,Purchase WOOLWORTHS 1474 REDFERN AU,-30.95,Personal - Groceries,($30.95),"$21,002.99 "
10/3/20,Purchase Fratelli Alexandria Alexandria NSW,-30.9,Personal - Family,($30.90),"$21,033.94 "
9/3/20,Purchase DISNEY PLUS RICHMOND SA,-8.99,Expense - Subscriptions & Software Licences,($8.99),"$21,064.84 "
9/3/20,Purchase GLADSTONE PARK BOWLI BALMAIN,-16.0,Personal - Jane,($16.00),"$21,073.83 "
9/3/20,Purchase MIHIR NARHARIBHAI PQPS WENTWORTHVILL,-17.8,UNKNOWN,($17.80),"$21,089.83 "
9/3/20,Purchase TAKTHAIFOOD LILYFIELD,-8.0,Personal - Family,($8.00),"$21,107.63 "
9/3/20,Purchase TAKTHAIFOOD LILYFIELD,-53.8,Personal - Family,($53.80),"$21,115.63 "
8/3/20,Purchase Hill of Content Syd Balmain NSW,-24.99,Personal - Family,($24.99),"$21,169.43 "
7/3/20,Purchase Field Blend Wine Stor Balmain AU,-99.0,Personal - Alcohol,($99.00),"$21,194.42 "
7/3/20,Purchase BODYMINDLIFE GRUP PL SURRY HILLS NSW,-261.0,Personal - Health & Wellbeing,($261.00),"$21,293.42 "
6/3/20,Purchase Enmore Theatre Pty Lt Enmore AU,-24.0,Personal - Entertainment,($24.00),"$21,554.42 "
6/3/20,Purchase Enmore Theatre Pty Lt Enmore AU,-22.0,Personal - Entertainment,($22.00),"$21,578.42 "
6/3/20,Purchase WOOLWORTHS 1474 REDFERN AU,-29.5,Personal - Groceries,($29.50),"$21,600.42 "
6/3/20,Direct debit to SDN Redfern Chil,-600.0,Personal - Childcare,($600.00),"$21,629.92 "
6/3/20,Direct debit to DEBITSSUCESSDF,-9.9,Expense - Travel,($9.90),"$22,229.92 "
6/3/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-72.56,Personal - Groceries,($72.56),"$22,239.82 "
6/3/20,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-130.3,Personal - Childcare,($130.30),"$22,312.38 "
5/3/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-24.29,Personal - Groceries,($24.29),"$22,442.68 "
5/3/20,Purchase FRAGRANCE COFFEE LAB DARLINGHURST NSW,-7.0,Personal - Coffee,($7.00),"$22,466.97 "
5/3/20,Purchase BUDGET DIRECT TOOWONG QLD,-1014.46,Expense - Utilities,"($1,014.46)","$22,473.97 "
5/3/20,Purchase PAYPAL *MICROSOFT OFFI 4029357733 AUS,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$23,488.43 "
4/3/20,Transfer to Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XLF35CQR88L2YB6 Shw,-1015.0,Account Transfer (Out),"($1,015.00)","$23,501.43 "
4/3/20,Purchase WOOLWORTHS 1474 REDFERN AU,-101.23,Personal - Groceries,($101.23),"$24,516.43 "
4/3/20,Purchase RED EMBER CATERING BELFIELD NSW,-30.0,Personal - Eating Out,($30.00),"$24,617.66 "
4/3/20,Purchase 0ALXNDR PK CO S 8556 ALEXANDRIA,-12.0,UNKNOWN,($12.00),"$24,647.66 "
4/3/20,Purchase 0ALXNDR PK CO S 8556 ALEXANDRIA,-18.0,UNKNOWN,($18.00),"$24,659.66 "
3/3/20,Direct credit from TMRW Music Pty L MINISTRY OF SOUND,23206.0,Income,"$23,206.00 ","$24,677.66 "
3/3/20,Transfer from Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3X4TNXWZ579Q5SBT Insurance,1014.46,Insurance,"$1,014.46 ","$1,471.66 "
3/3/20,Purchase THE UNICORN HOTEL Paddington AU,-32.48,Personal - Drinking Out,($32.48),$457.20 
3/3/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-7.54,Personal - Groceries,($7.54),$489.68 
3/3/20,Purchase EZI*National Centre of Redfern AUS,-107.31,Personal - Health & Wellbeing,($107.31),$497.22 
3/3/20,Purchase JIMMY BRINGS AUSTRALIA BELLEVUE HILL NSW,-76.47,Personal - Alcohol,($76.47),$604.53 
2/3/20,Purchase ALDI STORES - WATERLOO WATERLOO,-241.72,Personal - Groceries,($241.72),$681.00 
2/3/20,Purchase The Wedge Espresso Glebe NSW,-18.0,Personal - Coffee,($18.00),$922.72 
1/3/20,Purchase One Drop Brewing Co Botany NSW,-19.5,Personal - Alcohol,($19.50),$940.72 
1/3/20,Purchase SMP*Kennys Pork Rolls Darlinghurst AUS,-14.14,Personal - Lunch,($14.14),$960.22 
1/3/20,Purchase The George Waterloo NSW,-17.0,Personal - Drinking Out,($17.00),$974.36 
1/3/20,Purchase The George Waterloo NSW,-12.5,Personal - Drinking Out,($12.50),$991.36 
1/3/20,Purchase Q BEE NAILS SALON Redfern NSW,-70.0,Personal - Skye,($70.00),"$1,003.86 "
1/3/20,Purchase One Drop Brewing Co Botany NSW,-60.0,Personal - Alcohol,($60.00),"$1,073.86 "
1/3/20,Purchase One Drop Brewing Co Botany NSW,-50.0,Personal - Alcohol,($50.00),"$1,133.86 "
1/3/20,Purchase One Drop Brewing Co Botany NSW,-7.5,Personal - Alcohol,($7.50),"$1,183.86 "
29/2/20,Purchase The George Waterloo NSW,-17.0,Personal - Drinking Out,($17.00),"$1,191.36 "
29/2/20,Purchase The George Waterloo NSW,-17.0,Personal - Drinking Out,($17.00),"$1,208.36 "
28/2/20,Direct debit to Telstra DDebit,-119.0,Expense - Phone & Internet,($119.00),"$1,225.36 "
28/2/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-32.24,Personal - Groceries,($32.24),"$1,344.36 "
28/2/20,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XVJR74MW6BHKTR7 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$1,376.60 "
27/2/20,Purchase FAT RABBIT PTY LTD SURRY HILLS AU,-21.01,Personal - Lunch,($21.01),"$1,536.60 "
27/2/20,Purchase Fountain Cafe Alexandria AU,-19.7,Expense - Office Supplies,($19.70),"$1,557.61 "
26/2/20,Transfer to TCA electrical BSB 062124 Account 011501963 RCPT: 3XLTYS8RZQL332DH 100024,-200.75,Personal - House,($200.75),"$1,577.31 "
26/2/20,Purchase BLOODHOUND DARLINGHU DARLINGHURST AU,-15.2,Expense - Meeting,($15.20),"$1,778.06 "
26/2/20,Purchase SMP*Zaida Cafe Pty Ltd Surry Hills AUS,-12.5,Personal - Lunch,($12.50),"$1,793.26 "
26/2/20,Purchase SPACE DUMPLING NOODL DARLINGHURST,-30.05,Expense - Working Lunch,($30.05),"$1,805.76 "
24/2/20,Direct credit from BENJAMIN WARD ME offset,1000.0,Account Transfer (In),"$1,000.00 ","$1,835.81 "
24/2/20,Purchase Stop Valve Espresso Darlinghurst NSW,-8.67,Personal - Coffee,($8.67),$835.81 
24/2/20,Purchase EAT FUH CAFE ONE DARLINGHURST,-17.5,Expense - Working Lunch,($17.50),$844.48 
24/2/20,Purchase ALDI STORES - EASTGARD EASTGARDENS,-77.71,Personal - Groceries,($77.71),$861.98 
23/2/20,Purchase SPACE DUMPLING NOODL DARLINGHURST,-32.0,Expense - Working Lunch,($32.00),$939.69 
21/2/20,Direct entry dishonour fee  - SDN Redfern Chil $1000.00,-10.0,Personal - Childcare,($10.00),$971.69 
21/2/20,Direct debit to DEBITSSUCESSDF,-9.9,Expense - Travel,($9.90),$981.69 
21/2/20,Purchase FRAGRANCE COFFEE LAB DARLINGHURST NSW,-6.5,Personal - Skye,($6.50),$991.59 
21/2/20,Purchase CAMP AUSTRALIA PTY LTD GLEN IRIS VIC,-74.47,Personal - Childcare,($74.47),$998.09 
19/2/20,Purchase MAADHYA PTY LTD QPS DARLINGHURST,-31.4,Expense - Working Lunch,($31.40),"$1,072.56 "
19/2/20,Purchase EZI*National Centre of Redfern AUS,-107.31,Personal - Health & Wellbeing,($107.31),"$1,103.96 "
13/2/20,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3XBH666CRJJDYCDJ 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$1,211.27 "
13/2/20,Transfer from Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XV55DZVJN43MB4K,1000.0,Account Transfer (In),"$1,000.00 ","$1,371.27 "
13/2/20,Purchase Amazon Australia Servi MELBOURNE AUS,-14.99,Expense - Subscriptions & Software Licences,($14.99),$371.27 
12/2/20,Purchase DISNEY PLUS RICHMOND SA,-8.99,Expense - Subscriptions & Software Licences,($8.99),$386.26 
10/2/20,Direct credit from HEALEY WARD Funds trns,300.0,Account Transfer (In),$300.00 ,$395.25 
10/2/20,Direct entry dishonour fee  - SYDNEY WATER $291.16,-10.0,Fees,($10.00),$95.25 
7/2/20,Direct entry dishonour fee  - SDN Redfern Chil $590.73,-10.0,Fees,($10.00),$105.25 
7/2/20,Purchase The Strand Hotel Darlinghurst NSW,-3.0,Personal - Lunch,($3.00),$115.25 
7/2/20,Purchase The Strand Hotel Darlinghurst NSW,-18.4,Personal - Lunch,($18.40),$118.25 
7/2/20,Purchase SMP*Zaida Cafe Pty Ltd Surry Hills AUS,-12.5,Personal - Lunch,($12.50),$136.65 
5/2/20,Purchase NCIE REDFERN NSW,-105.0,Personal - Health & Wellbeing,($105.00),$149.15 
5/2/20,Purchase EZI*National Centre of Redfern AUS,-107.31,Personal - Health & Wellbeing,($107.31),$254.15 
5/2/20,Purchase PAYPAL *MICROSOFT OFFI 4029357733 AUS,-13.0,Expense - Subscriptions & Software Licences,($13.00),$361.46 
5/2/20,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 26.46 AUD + cashout of 100.00 AUD),-126.46,Personal - Groceries,($126.46),$374.46 
4/2/20,Purchase TARONGA CONSERVATION S MOSMAN NSW,-99.0,Donation,($99.00),$500.92 
4/2/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-21.0,Personal - Groceries,($21.00),$599.92 
3/2/20,Purchase SQ *BLOC145 Redfern AUS,-9.5,Personal - Coffee,($9.50),$620.92 
3/2/20,Purchase LAUNDY HOTELS QUARRQPS PYRMONT,-26.5,Personal - Drinking Out,($26.50),$630.42 
3/2/20,Refund BUNNINGS 370000 ALEXANDRIA,16.0,Personal - House,$16.00 ,$656.92 
3/2/20,Refund BUNNINGS 370000 ALEXANDRIA,8.0,Personal - House,$8.00 ,$640.92 
3/2/20,Purchase BUNNINGS 370000 ALEXANDRIA,-24.0,Personal - House,($24.00),$632.92 
3/2/20,Purchase GOOGLE*GOOGLE SYDNEY AUS,-7.99,Expense - Subscriptions & Software Licences,($7.99),$656.92 
2/2/20,Purchase PAYPAL *EXTREME EBAY E 4029357733 AUS,-318.99,Expense - Office IT,($318.99),$664.91 
1/2/20,ATM withdrawal WESTPACREDFERN OS REDFERN 2 AU,-100.0,Personal - Cash Out,($100.00),$983.90 
1/2/20,Purchase BENJAMIN KWONG DUONG SYDNEY NSW,-114.5,Personal - Health & Wellbeing,($114.50),"$1,083.90 "
1/2/20,Purchase SMP*Zaida Cafe Pty Ltd Surry Hills AUS,-12.5,Personal - Lunch,($12.50),"$1,198.40 "
1/2/20,Purchase BLOODHOUND DARLINGHQPS DARLINGHURST,-13.68,Expense - Meeting,($13.68),"$1,210.90 "
31/1/20,Transfer from Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3XGQLPLWNMKYQXLK For CSR PFSENSE,1000.0,Account Transfer (In),"$1,000.00 ","$1,224.58 "
30/1/20,Purchase THE BUVR BAR GRILL BRUNSWICK EAS VIC,-110.0,Personal - Eating Out,($110.00),$224.58 
30/1/20,Purchase GM CABS PTY LTD MASCOT,-29.98,Expense - Travel,($29.98),$334.58 
30/1/20,Purchase INGOGO LTD PORT MELBOURN VIC,-35.07,Expense - Travel - Taxis,($35.07),$364.56 
30/1/20,Purchase Fountain Cafe Alexandria AU,-20.5,Expense - Office Supplies,($20.50),$399.63 
29/1/20,Direct debit to Telstra DDebit,-119.0,Expense - Phone & Internet,($119.00),$420.13 
29/1/20,Purchase EBH LEASEHOLD PTY LT BRUNSWICK EAS VIC,-60.0,Expense - Travel,($60.00),$539.13 
29/1/20,Purchase EBH LEASEHOLD PTY LT BRUNSWICK EAS VIC,-13.0,Expense - Travel,($13.00),$599.13 
29/1/20,Purchase EBH LEASEHOLD PTY LT BRUNSWICK EAS VIC,-11.0,Expense - Travel,($11.00),$612.13 
29/1/20,Purchase C8H10N4O2 PTY LTD FOOTSCRAY VIC,-96.8,Personal - Drinking Out,($96.80),$623.13 
29/1/20,Purchase CUTLER AND CO DINING FITZROY VIC,-88.5,Personal - Eating Out,($88.50),$719.93 
29/1/20,Purchase SEED 127 MASCOT NSW,-76.98,Personal - Family,($76.98),$808.43 
29/1/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-87.25,Personal - Groceries,($87.25),$885.41 
29/1/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-18.7,Personal - Groceries,($18.70),$972.66 
29/1/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-7.55,Personal - Groceries,($7.55),$991.36 
28/1/20,Purchase WOOLWORTHS 1474 REDFERN AU,-22.69,Personal - Groceries,($22.69),$998.91 
28/1/20,Purchase WOOLWORTHS 1474 REDFERN AU (purchase of 15.30 AUD + cashout of 100.00 AUD),-115.3,Personal - Cash Out,($115.30),"$1,021.60 "
27/1/20,Purchase SQ *SUPERBUS Melbourne AUS,-41.64,Expense - Travel,($41.64),"$1,136.90 "
27/1/20,Purchase THE JAUNTY ANGLE PTY L BRUNSWICK EAS,-10.17,Expense - Travel,($10.17),"$1,178.54 "
26/1/20,Purchase Miznon Melbourne Melbourne VIC,-235.0,Personal - Eating Out,($235.00),"$1,188.71 "
25/1/20,Purchase EZI*FailPay Fortitude Val AUS,-11.9,Personal,($11.90),"$1,423.71 "
24/1/20,Account withdrawal,-395.0,Personal,($395.00),"$1,435.61 "
24/1/20,Direct debit to SDN Redfern Chil,-603.21,Personal - Childcare,($603.21),"$1,830.61 "
24/1/20,Transfer to Skye Healey Ward and Benjamin Al BSB 944600 Account 000359484 RCPT: 3X54KKK7B8CRDMQ6 Morgtgage,-3000.0,Mortgage,"($3,000.00)","$2,433.82 "
24/1/20,Transfer to Guangcai Zhang BSB 062184 Account 010158136 RCPT: 3X98WYQNTJ6DBD3D 48 Douglas st redfern,-160.0,Expense - Cleaners,($160.00),"$5,433.82 "
23/1/20,Direct credit from Ian Hay KIVA1910,1594.0,Income,"$1,594.00 ","$5,593.82 "
23/1/20,Direct credit from Ian Hay TIVA2001,3986.0,Income,"$3,986.00 ","$3,999.82 "
23/1/20,Direct entry dishonour fee  - SYDNEY WATER $291.16,-10.0,Fees,($10.00),$13.82 
21/1/20,Purchase COTTON ON KIDS ULTIMO NSW,-128.48,Personal - Family,($128.48),$23.82 
21/1/20,Purchase SEED 0158 ULTIMO NSW,-61.16,Personal - Family,($61.16),$152.30 
20/1/20,Purchase HUXTABURGER REDFERN REDFERN,-63.4,Personal - Eating Out,($63.40),$213.46 
19/1/20,Purchase Blue Brew Cafe Redfern AU,-15.0,Personal - Coffee,($15.00),$276.86 
19/1/20,Purchase WOOLWORTHS 1474 REDFERN AU,-31.84,Personal - Groceries,($31.84),$291.86 
19/1/20,Purchase BREADFERN PTY LTD REDFERN,-11.3,Personal - Coffee,($11.30),$323.70 
18/1/20,Purchase BENJAMIN KWONG DUONG SYDNEY NSW,-40.25,Personal - Health & Wellbeing,($40.25),$335.00 
18/1/20,Purchase S T PARKLANDS SYDNEY NSW,-13.9,Personal - Coffee,($13.90),$375.25 
17/1/20,Purchase SPOTLESS FACILITY SE MOSMAN NSW,-15.5,Personal - Family,($15.50),$389.15 
17/1/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-44.5,Personal - Groceries,($44.50),$404.65 
16/1/20,Purchase LEICHHARDT MUNICIPAL C LEICHHARDT AUS,-7.0,Expense - Travel,($7.00),$449.15 
16/1/20,Purchase BODYMINDLIFE GRUP PL SURRY HILLS NSW,-31.5,Personal - Health & Wellbeing,($31.50),$456.15 
16/1/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-52.67,Personal - Groceries,($52.67),$487.65 
15/1/20,Purchase PAYPAL *BWESTON 4029357733 AUS,-80.0,Expense - Travel,($80.00),$540.32 
15/1/20,Purchase GM CABS PTY LTD MASCOT,-16.49,Expense - Travel - Taxis,($16.49),$620.32 
14/1/20,Purchase WOOLWORTHS 1474 REDFERN NSW,-58.0,Personal - Groceries,($58.00),$636.81 
14/1/20,Purchase BENJAMIN KWONG DUONG SYDNEY NSW,-40.25,Personal - Health & Wellbeing,($40.25),$694.81 
13/1/20,Purchase ALDI STORES - WATERLOO WATERLOO,-302.55,Personal - Groceries,($302.55),$735.06 
11/1/20,Purchase Fratelli Alexandria Alexandria NSW,-69.92,Personal - Eating Out,($69.92),"$1,037.61 "
11/1/20,Purchase Chaco Ramen Darlingh Darlinghurst NSW,-35.28,Expense - Working Lunch,($35.28),"$1,107.53 "
10/1/20,Direct debit to SDN Redfern Chil,-626.0,Personal - Childcare,($626.00),"$1,142.81 "
10/1/20,ATM withdrawal WESTPACREDFERN OS REDFERN 2 AU,-200.0,Personal - Cash Out,($200.00),"$1,768.81 "
10/1/20,Direct credit from RAPINDERPAL ATHW eq4 site,440.0,Income,$440.00 ,"$1,968.81 "
10/1/20,Purchase SMP*Zaida Cafe Pty Ltd Surry Hills AUS,-25.0,Expense - Working Lunch,($25.00),"$1,528.81 "
10/1/20,Purchase S T PARKLANDS SYDNEY NSW,-11.4,UNKNOWN,($11.40),"$1,553.81 "
10/1/20,Purchase S T PARKLANDS SYDNEY NSW,-15.0,UNKNOWN,($15.00),"$1,565.21 "
10/1/20,Purchase VIRGIN AU7951509607364 SPRING HILL,-0.02,Fees,($0.02),"$1,580.21 "
10/1/20,Purchase VIRGIN AU7951509607359 SPRING HILL,-5.4,Expense - Travel,($5.40),"$1,580.23 "
9/1/20,Purchase WOOLWORTHS 1474 REDFERN AU,-80.47,Personal - Groceries,($80.47),"$1,585.63 "
9/1/20,Purchase SPOTLESS FACILITY SE MOSMAN NSW,-15.0,Personal - Family,($15.00),"$1,666.10 "
